,initial_temperature,gas_volume,heat_iterations_amount,active_power,reactive_power,power_rate,min_power_rate,max_power_rate,min_power_rate_iter,max_power_rate_iter,heat_duration,cooldown_duration,treatment_duration,mean_bulk_amount,total_bulk_amount,bulking_timedelta,mean_wire_amount,total_wire_amount,wiring_timedelta,target_temperature
621,1579,6.6365746918,3,2.0579008344,1.8264856338,0.918975981660762,0.4882043742455493,1.459731736009737,2,1,558,343,901,51.0,765,310,10.895386666666667,98.05848,74,1579.0
622,1618,5.9083978738,3,1.2623261662,0.9193210005,0.5205774388912968,0.40057522865218603,0.5941383925723865,2,1,354,612,966,42.333333333333336,635,238,16.358159666666666,147.223437,17,1592.0
623,1577,6.7807189941,4,2.8173969733,2.0601549745,0.8731673538922938,0.5550007359854169,1.211349514646494,3,0,676,348,1024,38.6,579,0,10.358399333333333,93.225594,0,1596.0
624,1584,12.7722349386,4,3.567400991,2.5025946498000002,1.0896313769886121,0.5134270004612594,1.8554039810081013,0,1,874,523,1397,37.53333333333333,563,1008,8.256329000000001,74.306961,631,1602.0
625,1578,7.4823648185,6,5.6249497411,3.9531554281,1.1460785645167042,0.42681720647622473,1.9258390695260863,5,4,1351,487,1838,74.93333333333334,1124,505,9.146799666666666,82.321197,0,1620.0
626,1560,10.5625117187,3,3.1694656288,2.2569639087,1.297770577911394,1.2893071030851075,1.312305511467888,1,0,743,192,935,35.733333333333334,536,355,14.357199777777778,129.214798,0,1589.0
627,1588,19.7982364325,11,8.5761468214,5.872657567299999,0.9466164987678777,0.1902123923987663,3.3200033095919705,10,4,2067,11127,13194,63.93333333333333,959,219,18.813598666666664,169.322388,0,1619.0
628,1610,23.6587265632,6,6.3786191169,4.2407199739,1.2776282437502273,0.2431407593981955,2.4597868779486003,5,1,1439,5919,7358,73.2,1098,266,15.12159977777778,136.094398,0,1615.0
629,1530,21.8464737383,6,7.3274807367,5.3785269003,1.5168652882015827,0.43305770502174074,3.5577190435342185,5,1,1917,760,2677,64.46666666666667,967,1722,8.345999777777777,75.113998,0,1587.0
630,1617,20.9848942414,6,5.378095571999999,4.2310077846,1.141295770636846,0.3237368172439621,3.0083098782141975,5,3,1413,15721,17134,38.46666666666667,577,15669,24.575199555555557,221.176796,0,1580.0
631,1530,20.1796029664,7,7.5806994238,6.019781679,1.3829628500666886,0.6120995104735457,3.101771255466228,6,1,1970,852,2822,66.53333333333333,998,1592,14.476799777777778,130.291198,0,1583.0
632,1570,14.3715419169,5,4.6253084779,3.4747157393999997,1.1570624538274217,0.4953689359936403,1.956532637230676,2,1,1157,2229,3386,47.333333333333336,710,0,4.440800111111112,39.967201,0,1586.0
633,1611,7.3377074966,2,1.097112286,0.7387512624,0.6613473050814216,0.6068877753767719,0.7158068347860712,1,0,339,331,670,1.2666666666666666,19,0,11.684399888888889,105.159599,0,1593.0
634,1593,7.4201901253,5,2.6758394301,1.9031802118,0.6568732189817567,0.2654999895572125,0.9781312210592008,4,2,798,1349,2147,20.6,309,662,10.576799999999999,95.1912,0,1592.0
635,1568,6.7954773578,4,2.3322688877999997,1.7474327386,0.7289660815816492,0.29829569974042125,1.2001771134421222,3,1,644,470,1114,30.866666666666667,463,379,15.137200222222223,136.234802,0,1591.0
636,1604,17.5957683106,5,3.1723752881,2.6897596419,0.8331260497305504,0.38829664504171707,1.3514069853968225,4,2,1029,1354,2383,64.33333333333333,965,1078,11.127999222222222,100.151993,0,1592.0
637,1593,1.0930806998,3,2.468202572,1.8853860795000001,1.035401976912531,0.51463875431863,1.8343019917580232,0,1,721,710,1431,58.53333333333333,878,620,11.679200111111111,105.112801,0,1593.0
638,1552,5.0061922912,6,4.2359060937,3.0742867887000003,0.8724009359404165,0.3413925411433493,1.635282320244926,4,1,1196,1045,2241,42.46666666666667,637,1417,10.02040011111111,90.183601,0,1581.0
639,1577,25.9518176737,9,7.2676634633,5.4758921117,1.0127322420433447,0.4055801470214677,2.061627925492077,7,1,1835,4050,5885,62.6,939,1202,18.933199777777777,170.398798,0,1621.0
640,1565,9.9092622417,6,5.5523101987,4.3396752818,1.1755080578559856,0.6624650558738968,1.6746811965818507,3,0,1342,1617,2959,58.8,882,418,13.681199888888889,123.130799,0,1597.0
641,1581,20.3115294898,7,5.5132223688,4.0964311661,0.9825307697237449,0.4848690206807718,1.6251457517431447,6,1,1359,3504,4863,58.8,882,564,13.478399222222222,121.30559299999999,0,1599.0
642,1582,17.1487807837,7,5.1300107454,3.6282997728000006,0.8983054479515843,0.35728390456343545,1.8096767506727596,6,2,1217,2180,3397,63.2,948,1496,20.810399333333336,187.293594,0,1599.0
643,1575,18.1213221436,6,3.925161897,2.8203968421999996,0.8064546150392573,0.3230496379833468,1.155345393257312,5,4,982,932,1914,68.93333333333334,1034,1436,14.037572333333333,126.338151,112,1599.0
644,1584,6.9522354736,5,2.984920398,2.7980740368,0.819201547807413,0.5882595660440495,1.4512276182915425,3,1,809,870,1679,56.2,843,473,13.785200333333332,124.066803,0,1598.0
645,1575,9.1112011417,4,3.4368707822999998,2.4170702696,1.050670055068935,0.5347348987175491,2.268766511676296,3,1,822,965,1787,41.733333333333334,626,581,6.681999666666666,60.137997000000006,0,1594.0
646,1613,17.2980533553,4,3.5288827538,2.4626633525,1.076578454781103,0.49593827254771433,2.0369496602589074,1,2,837,2610,3447,31.4,471,258,14.084604,126.761436,110,1589.0
647,1574,16.4367229613,6,4.4620074055000005,3.1773142813999997,0.9132610737327465,0.3324545607568688,1.598891065321199,5,4,1059,1548,2607,77.06666666666666,1156,1120,19.47400066666667,175.266006,0,1592.0
648,1613,12.5579971607,3,1.3738814211,0.9853419066,0.5637445072972164,0.29878437603075675,0.7858462768570641,2,1,389,590,979,35.0,525,470,10.467599555555555,94.208396,0,1591.0
649,1619,20.4776620943,6,2.8999549492,2.0295966863,0.5902848634596914,0.5426381208772909,0.6811232744939179,3,4,732,2248,2980,20.733333333333334,311,253,8.4604,76.1436,0,1590.0
650,1673,10.2824798328,1,0.420972862,0.3047753274,0.5197173758229066,0.5197173758229066,0.5197173758229066,0,0,124,0,124,0.0,0,0,15.906222666666666,143.156004,25,1607.0
651,1623,3.5021821877,2,1.1048505438,0.7730570734,0.6742643402571781,0.5472662490462826,0.8012624314680735,0,1,281,603,884,3.4,51,0,10.02040011111111,90.183601,0,1600.0
652,1593,41.8546430363,8,6.8109263858,5.0946878792,1.063442399292555,0.19024204308930714,2.5751871782074782,6,2,1653,1705,3358,78.0,1170,1875,14.471600000000002,130.2444,0,1620.0
653,1608,18.4740571832,3,1.4793148531,1.105127573,0.6155225573617908,0.3467568163270287,0.9204735996258236,2,1,427,141,568,37.93333333333333,569,421,7.560800333333333,68.047203,0,1592.0
654,1567,7.0832579813,3,2.9381999123,2.0156879425,1.1891403007508228,0.8190260972499814,1.6330272182172436,0,2,698,765,1463,55.733333333333334,836,352,10.61319988888889,95.518799,0,1598.0
655,1589,12.1608683509,5,2.8555409797,2.1353319584999997,0.7135291918164951,0.2185514088278123,2.1317432594832386,4,1,706,703,1409,72.0,1080,502,7.129199555555555,64.162796,0,1600.0
656,1586,9.1158186397,5,2.9271564808,1.9339161516,0.7019395191772176,0.209608579933944,1.3088513877842949,4,3,780,484,1264,61.0,915,318,14.357199777777778,129.214798,0,1602.0
657,1585,10.5620962695,5,3.1027919538999997,1.9489658773000003,0.7328524667701924,0.4359713910089818,1.4189464974482464,0,1,759,657,1416,52.46666666666667,787,521,10.592400444444444,95.331604,0,1603.0
658,1589,11.7537003784,3,2.1915936216,1.5808205009,0.901154264844656,0.6471898787354503,1.304479892131318,1,0,622,304,926,52.333333333333336,785,272,10.02040011111111,90.183601,0,1595.0
659,1603,20.6440441804,5,3.2103332466,2.1504674853,0.7732906304460317,0.26302029516187153,1.1480001899404948,4,1,937,871,1808,56.46666666666667,847,389,10.155599777777777,91.400398,0,1592.0
660,1613,30.6473310321,6,2.8598977977,1.9118219017,0.5736469881020784,0.40670421189648137,0.9374762773775257,3,5,749,1599,2348,72.6,1089,703,15.033199666666668,135.298797,0,1593.0
661,1568,8.2961110358,6,4.6035557263,3.3554669768000003,0.95012906609108,0.13632749345345216,1.5140849224185795,5,1,1193,541,1734,49.666666666666664,745,388,10.103599777777779,90.932398,0,1600.0
662,1609,1.828990484,7,3.7061254363,2.222375363,0.6173607202964034,0.25890531913962683,0.9716922690975339,6,3,909,1369,2278,60.733333333333334,911,594,14.986400555555555,134.877605,0,1614.0
663,1574,12.4785155104,4,3.0031096627,2.1914970875,0.9301986239062391,0.5023608433691349,1.293908316195709,0,1,843,330,1173,54.46666666666667,817,285,2.2411998888888887,20.170799,0,1600.0
664,1555,8.4219352818,5,5.2191702013,3.33273983,1.2388438006758147,0.5839503013323142,1.7974903711001118,3,0,1263,392,1655,68.26666666666667,1024,446,7.482799888888888,67.345199,0,1600.0
665,1586,2.8765255061,4,2.4307444067,1.5211875439,0.716918786361125,0.38344301860044705,1.0975517060247737,3,0,644,558,1202,51.53333333333333,773,348,10.3636,93.2724,0,1593.0
666,1601,13.4984565128,5,3.7564174428,2.924654901,0.9533099910859268,0.6645890249239536,1.7683070492912087,3,1,937,1212,2149,54.13333333333333,812,463,6.567600222222222,59.10840199999999,0,1608.0
667,1611,5.9075597542,3,1.1892011996,0.7877981961000001,0.4756826107872761,0.38367960090393477,0.6114973108706239,2,0,316,893,1209,22.866666666666667,343,445,10.67559988888889,96.080399,0,1588.0
668,1575,11.5210922241,4,3.9338367621000003,2.6200742423,1.1817677906109183,0.6006591861825404,2.027500140730506,0,1,889,1790,2679,44.06666666666667,661,1869,8.00799988888889,72.071999,0,1587.0
669,1613,9.8931498069,5,2.4882338401,1.6976521909,0.6033284742931888,0.36976961070654646,0.9724707024533679,2,3,609,1899,2508,47.8,717,589,13.338000000000001,120.04199999999999,0,1588.0
670,1594,11.6222865909,7,4.1004148855,2.9282563924000002,0.7201056173329403,0.303166766042871,1.706043213892985,5,1,947,1683,2630,54.6,819,762,13.129999777777778,118.169998,0,1597.0
671,1564,14.6058100526,5,6.0224123482,4.5702609421,1.5152546086003789,0.5065967327033265,2.455395359591583,0,1,1430,2028,3458,61.13333333333333,917,0,7.784400111111111,70.059601,0,1610.0
672,1575,8.2109771804,6,5.835347577499999,4.0069870353,1.182350425655305,0.5679092956590394,1.786043607522705,1,4,1304,492,1796,75.8,1137,595,11.918399333333333,107.265594,0,1642.0
673,1568,8.4235222108,3,4.0479344386000005,3.1530540586,1.7114704544946708,0.8391006759928348,2.2188396871690412,0,2,1057,203,1260,50.0,750,283,3.8999997777777775,35.099998,0,1605.0
674,1558,14.5751119907,6,6.025730390400001,3.7009793818,1.179194709304021,0.22610028033808316,2.618168754606866,2,4,1349,2687,4036,71.53333333333333,1073,2235,14.46640011111111,130.197601,0,1610.0
675,1629,22.9117462158,7,4.862701765700001,3.4787131100999997,0.8541780679269095,0.3099107523810648,1.3032723615293829,2,1,1170,3980,5150,44.46666666666667,667,4958,15.32440011111111,137.919601,0,1587.0
676,1554,11.8346212384,4,3.6119435645999998,2.3059826791,1.0721742327967112,0.32034038505054346,1.7137293101380122,0,3,796,480,1276,42.4,636,1258,17.362799666666668,156.265197,0,1593.0
677,1631,17.53267872,4,1.9665703616,1.5764758587,0.6313592003790621,0.3540293570207227,0.8266054066467539,2,0,545,1757,2302,46.86666666666667,703,565,16.514390333333335,148.629513,84,1584.0
678,1594,16.6350808377,5,3.1759243706999998,2.2385724186,0.7772303158430747,0.5253727428480782,0.9485962348077372,1,3,803,1426,2229,28.333333333333332,425,740,1.7784000000000002,16.0056,0,1584.0
679,1599,15.4880427337,7,4.2033834301,3.039305061,0.7417827110584183,0.3177363632850236,1.562472790142728,4,3,1083,2004,3087,49.13333333333333,737,818,9.818293222222223,88.36463900000001,1551,1593.0
680,1587,31.9475528791,9,3.5631192492000006,2.4696712794,0.4820778222167499,0.05512695904875639,0.9574564379122599,5,4,944,1510,2454,56.06666666666667,841,967,14.10679122222222,126.96112099999999,147,1592.0
681,1593,32.6880151217,5,3.6543805759000003,2.7591181695,0.9172361287843851,0.18927687353354541,1.630937595523846,2,4,1054,1504,2558,56.8,852,411,10.571600111111112,95.144401,0,1592.0
682,1564,12.2647145845,7,4.2136993587000005,2.6837622971,0.7139489580623618,0.4136891151697314,1.2845884935980256,0,4,1039,495,1534,42.266666666666666,634,375,10.4572,94.1148,0,1595.0
683,1594,11.4352763371,4,1.811177346,1.2932105065,0.5565003089966153,0.260143756604517,1.1451879630146613,3,0,511,799,1310,47.333333333333336,710,274,7.7224618888888905,69.50215700000001,90,1590.0
684,1629,22.2343989105,5,1.4338369247,0.9920446278,0.3489667721343272,0.11189376732981553,0.8593773127244647,2,1,433,1026,1459,41.06666666666667,616,762,14.903199888888887,134.128799,0,1598.0
685,1616,7.2416386116,4,1.2126048703999999,0.8680885433,0.3730042617592793,0.09708042315520009,0.7502646693825697,3,1,374,682,1056,38.6,579,321,11.902799777777778,107.125198,0,1593.0
686,1627,8.0822271502,2,1.103276084,1.0278301537,0.7552812164616387,0.41831994954533663,1.0922424833779407,0,1,364,144,508,42.53333333333333,638,436,11.907999666666667,107.171997,0,1607.0
687,1598,9.8259013672,4,1.9447060550000002,1.327403158,0.5891720553069986,0.2344676008390844,1.0342945762567606,2,1,547,585,1132,43.46666666666667,652,330,14.013999888888888,126.125999,0,1594.0
688,1606,11.7628454982,3,1.6217241253,1.1877749264,0.6702768776569914,0.3945971246132222,1.1889519245537878,2,1,460,984,1444,39.0,585,327,10.348000444444445,93.132004,0,1595.0
689,1607,14.7997121439,4,2.53813466,1.7022740842,0.764568479343946,0.22540535401589157,1.4972632330500504,2,1,699,933,1632,44.2,663,644,20.248799666666667,182.239197,0,1597.0
690,1605,15.4290429537,6,2.3121941234,1.6207056642,0.4710102597062114,0.20126871203213514,0.6158587837920751,5,2,730,1678,2408,18.933333333333334,284,1264,21.923199,197.308791,0,1588.0
691,1606,7.6269517838,3,1.2074648865,0.8630979061,0.49533707428483215,0.46093731630849916,0.5137255092412234,2,0,389,1241,1630,17.866666666666667,268,499,18.912401000000003,170.211609,0,1591.0
692,1612,13.4042132911,5,1.9791330581,1.3914047777,0.48404663349511995,0.14582778503443053,0.7578365783922875,4,1,604,1856,2460,17.066666666666666,256,656,16.041999666666666,144.377997,0,1590.0
693,1596,15.3989130709,5,2.8525870251,2.1438777745,0.7137663177912564,0.2792833706964567,1.5323937210666125,2,1,866,1454,2320,37.666666666666664,565,1650,13.577200111111111,122.194801,0,1597.0
694,1600,14.7485457402,5,2.7799753421999998,2.1160296797,0.699073882972946,0.5018230710951571,0.9555724963212654,2,1,782,1416,2198,39.13333333333333,587,1093,8.345999777777777,75.113998,0,1590.0
695,1561,16.325309076,6,4.7493782353,3.4979397356000006,0.9831415109616034,0.4934636886696328,1.5832363039828932,0,2,1268,1000,2268,47.46666666666667,712,939,6.146399777777777,55.317598,0,1590.0
696,1552,15.8242316374,8,5.7656617985,4.6787776946,0.9285922462118403,0.5651171095142686,1.6181169414372287,0,1,1593,1272,2865,53.93333333333333,809,2277,10.55079988888889,94.957199,0,1592.0
697,1561,7.1582916719,10,5.3954906588,3.6194472312999997,0.6503102015098806,0.35415042557007237,1.1511454120094402,7,2,1334,1344,2678,59.266666666666666,889,952,5.007599777777778,45.068398,0,1598.0
698,1650,5.9434862366,4,3.3475046991,2.45630306,1.038153065773244,0.5736100186931606,1.4991366001381317,0,3,832,284,1116,41.733333333333334,626,0,0.0,0.0,0,1675.0
699,1645,6.5913418827,3,2.426364049,1.7363556623,0.9946204910575739,0.4845054455552425,1.5727097514355692,0,1,601,973,1574,20.4,306,0,0.0,0.0,0,1646.0
700,1653,5.2300189255,2,1.4083951785,1.0908502937,0.8907393419554126,0.5083048047680109,1.2731738791428142,0,1,374,175,549,20.333333333333332,305,0,0.0,0.0,0,1648.0
701,1647,7.0770603027,3,2.0206991862,1.4582240880000004,0.8307976342948855,0.47462666386945224,1.1113913912612512,0,2,510,188,698,7.0,105,0,0.0,0.0,0,1647.0
702,1633,6.7997137496,3,2.8265353284,2.1036284864,1.174491427257682,0.6213604590899791,1.5535938307338568,0,1,674,151,825,20.866666666666667,313,0,0.0,0.0,0,1642.0
703,1654,21.2929904755,5,1.7913867484999997,1.3899122775,0.4536654779118975,0.18295802048578153,0.770017718736388,2,1,545,1828,2373,28.933333333333334,434,673,15.012400333333334,135.111603,0,1617.0
704,1566,10.3645616983,4,3.5226441216,2.480528146,1.0778375086444425,0.12544560390407467,1.8083105387701823,3,2,883,544,1427,49.13333333333333,737,822,14.461200333333332,130.150803,0,1593.0
705,1591,2.8588291785,7,3.0292591759999996,1.9812298714999999,0.5171145405454791,0.13374539359445214,1.6226356628883694,1,2,903,1552,2455,49.266666666666666,739,1469,8.683999777777778,78.155998,0,1592.0
706,1568,9.4565295048,5,4.0397179022,2.840918839,0.988243196523697,0.34725774215234784,1.6300657727472394,4,0,983,428,1411,53.333333333333336,800,389,9.141599888888889,82.274399,0,1595.0
707,1587,18.4667929235,4,2.7274808631000003,1.7918029428,0.8158741872712889,0.15749014853278434,1.3943983422624768,1,0,738,372,1110,38.53333333333333,578,450,11.450399777777777,103.053598,0,1597.0
708,1570,19.6486827166,5,4.3374591939,3.0043287277,1.0556514996404842,0.5525342565904903,1.736043889956616,3,0,1067,551,1618,40.266666666666666,604,1009,9.916399555555556,89.247596,0,1589.0
709,1609,4.1459997406,3,1.3320185246999998,0.9666690825999998,0.5486471761638666,0.3064994317836508,0.8637763804275491,2,1,406,412,818,49.266666666666666,739,394,7.461999666666666,67.157997,0,1594.0
710,1608,10.3214140022,5,3.2008220711,2.2944184542,0.7876896212387225,0.0932681783984687,1.630053363276901,2,1,939,1460,2399,42.8,642,557,12.797199666666666,115.174797,0,1597.0
711,1604,10.5111892663,4,2.5043068416,1.6907751858,0.75570098016568,0.21052382969664837,1.1910266100645452,3,2,729,717,1446,48.46666666666667,727,290,9.032400333333333,81.291603,0,1593.0
712,1605,12.3981305773,4,2.40626112,1.7753386199999999,0.7482198206670784,0.08790611704693363,1.5526175775885347,2,1,712,909,1621,49.0,735,525,13.010399666666666,117.09359699999999,0,1599.0
713,1622,18.4117919922,5,3.1872780826,2.207669735,0.7762293937867376,0.2868130421827926,2.16801585705888,4,1,829,2138,2967,62.46666666666667,937,1575,15.355599555555557,138.200396,0,1596.0
714,1610,9.3379034835,7,4.8529007627,3.0990671963000005,0.8229146625861244,0.3492933021953849,2.270629398148675,0,2,1169,1106,2275,48.86666666666667,733,1075,18.37680055555556,165.391205,0,1615.0
715,1577,28.3346560812,4,3.5632593215,2.1323783995,1.0381745872295645,0.568059252805433,1.4898128723649566,3,0,828,556,1384,47.333333333333336,710,1164,23.597598666666666,212.378388,0,1585.0
716,1597,6.6378435232,2,0.9934505927999999,0.9485366940000001,0.6869552858809083,0.5507102163948515,0.8232003553669651,0,1,306,547,853,12.6,189,0,12.797199666666666,115.174797,0,1590.0
717,1545,7.2570132446,4,3.7713228106,3.1887608767,1.2354451218679594,0.8805575500474152,1.6641104158240716,3,1,1084,370,1454,16.2,243,0,12.271999777777777,110.447998,0,1585.0
718,1531,16.4550992959,7,6.529019155399999,4.2402748764,1.11353115791566,0.09442065321302362,3.0971753763460486,6,1,1582,747,2329,76.33333333333333,1145,1326,10.94080011111111,98.467201,0,1584.0
719,1600,7.9049046962,1,0.5600658664,0.3584895134,0.6649725602791077,0.6649725602791077,0.6649725602791077,0,0,170,0,170,4.933333333333334,74,0,12.78160011111111,115.03440099999999,0,1590.0
720,1574,11.0268782959,7,4.0623745218,2.7539863586999997,0.7011823909995047,0.17782095143197282,1.058800079123105,6,2,1122,1005,2127,12.866666666666667,193,0,10.805600555555555,97.250405,0,1590.0
721,1591,7.6036420899,6,2.9731962079000005,2.2303065955,0.6209778069883608,0.44489697628590896,0.8493130660042999,3,1,934,1235,2169,50.666666666666664,760,1096,11.122800222222223,100.105202,0,1596.0
722,1598,17.2573985911,6,3.6553334612999997,2.5698696076000003,0.7449889887674707,0.18444081230194967,1.5283792452636649,4,1,1047,1646,2693,30.4,456,1325,16.723200555555554,150.508805,0,1593.0
723,1576,23.4327805929,4,3.9961630123,2.4857103527,1.1765540705901747,0.5103374134613791,1.9107953283500283,0,1,1083,494,1577,51.8,777,499,15.584399666666668,140.259597,0,1616.0
724,1609,12.0290222978,5,1.9933950526,1.6238219888,0.515436602246729,0.24015723531386562,0.7643913023319886,1,2,641,1363,2004,7.733333333333333,116,0,20.363198555555556,183.268787,0,1589.0
725,1573,2.6140702137,5,2.3823059531,1.7387636303999998,0.5902027933328101,0.45283573090776186,0.861953442714686,4,3,688,864,1552,15.266666666666667,229,443,16.151199777777776,145.360798,0,1582.0
726,1594,13.2451893083,3,1.5531088073,1.2688331008,0.6687952189264309,0.21181000748495502,1.2106518785583975,2,1,407,809,1216,34.733333333333334,521,0,9.006400222222222,81.057602,0,1586.0
727,1596,7.4035434456,4,2.7227542536,1.9461492896,0.8371042311020047,0.2447563655461825,1.3069031363183181,3,1,634,837,1471,39.6,594,425,11.434800000000001,102.9132,0,1593.0
728,1589,23.9246525449,4,3.3484956861,2.2661526202,1.0109268029524814,0.3093535201871459,1.754183628758293,3,2,792,778,1570,51.86666666666667,778,509,11.902799777777778,107.125198,0,1604.0
729,1628,7.4537893829,4,2.8577441089,2.148817122,0.8957005275671095,0.44008982806319674,1.330514271274929,3,2,699,956,1655,64.53333333333333,968,421,12.479999888888889,112.319999,0,1620.0
730,1574,17.0812600021,6,5.1512114439,3.5517727435000004,1.0430498354900928,0.2318841182723865,2.5537885130671425,3,1,1200,2357,3557,54.333333333333336,815,679,11.949600111111112,107.546401,0,1599.0
731,1569,7.4487479334,2,2.4996199819,1.6685552597000002,1.5026827745518647,1.0712183462629785,1.934147202840751,1,0,593,114,707,29.933333333333334,449,0,0.0,0.0,0,1582.0
732,1620,1.5776539459,4,2.2201416047,1.568457663,0.679845541753317,0.49235455678861484,0.8864297013874755,2,1,589,1100,1689,24.0,360,386,7.794569,70.151121,354,1581.0
733,1588,1.6822331339,6,3.0312810258,2.403228581,0.6458030793865227,0.127325351120986,1.3058014527611197,1,2,816,1782,2598,26.866666666666667,403,642,15.595146111111111,140.356315,95,1585.0
734,1569,19.6164683399,4,3.4437078493999995,2.654073,1.0870350233458785,0.26832333167753697,2.576486880003551,3,1,866,1115,1981,29.0,435,701,6.3596,57.2364,0,1585.0
735,1585,13.0361898417,5,2.5914739261,2.8963187635,0.7801799026138225,0.45331649582350597,1.1986988265602412,4,1,817,1336,2153,37.8,567,0,0.0,0.0,0,1585.0
736,1593,16.4339176026,3,1.5112215803,1.0822832137,0.619604200183525,0.36990830780575235,1.0682606947717779,2,1,435,233,668,27.733333333333334,416,0,6.590018,59.310162000000005,53,1589.0
737,1591,2.4387126103,4,2.5832506101000003,1.8464798629999999,0.7940164830017975,0.46310885887703646,1.2816465523925096,3,1,682,1271,1953,24.266666666666666,364,0,11.025155,99.226395,0,1590.0
738,1587,14.3858533995,6,3.3304464629,2.3102769852,0.6758942080494882,0.16513978273382246,1.3243171324281175,2,5,935,1582,2517,39.6,594,580,9.698808444444445,87.289276,113,1588.0
739,1557,16.096949239,5,3.7596578453,2.775959015,0.9347183321140845,0.3585929710743422,2.752127721917611,2,1,962,1043,2005,30.6,459,599,9.830426555555555,88.473839,88,1584.0
740,1577,1.3670035125,5,3.6741487105,2.4026249646999998,0.8781667888200728,0.25390584897971535,2.0212414081453156,1,2,974,963,1937,25.2,378,606,6.245431222222222,56.208881,108,1608.0
741,1586,10.8380113538,4,2.5101154315,2.1620451212,0.8307998816647028,0.25504716623665696,1.676730443960781,3,1,732,1052,1784,27.266666666666666,409,0,0.0,0.0,0,1586.0
742,1584,9.1730805664,4,1.8084965857,1.1674814522,0.5381597650908707,0.3585511669124836,0.8672921612472287,2,1,544,1182,1726,13.6,204,0,0.0,0.0,0,1580.0
743,1575,2.3125416453,5,2.9429831305,1.9817269146999998,0.7102431965151089,0.5753346369665482,1.0490293213151023,3,2,874,804,1678,16.533333333333335,248,786,10.228400333333333,92.055603,0,1585.0
744,1603,10.7980493164,6,3.109297267,2.358467549,0.6511164296236169,0.17969811011758677,1.6520250248139143,5,1,875,799,1674,39.86666666666667,598,279,16.151199333333334,145.360794,0,1613.0
745,1627,11.9209167524,6,2.3021850837,1.5775920152999998,0.4657850412529854,0.18632574756040474,0.6018367247597975,4,1,725,2471,3196,20.4,306,0,13.805999777777778,124.25399799999998,0,1588.0
746,1602,12.4213406387,7,5.3239057356,3.8849508463,0.9421339523239363,0.3377042370425366,1.773036189892789,6,1,1297,2742,4039,57.2,858,1697,11.2528,101.2752,0,1620.0
747,1588,6.5261767638,5,2.5026916851,1.9726171344,0.6378438097888008,0.22488327736095787,1.2482281919844034,4,1,628,650,1278,44.8,672,363,13.925599,125.33039100000002,0,1596.0
748,1599,33.8560833921,5,2.808867265,1.9263861477,0.6813451745639615,0.326290448611185,0.9967571540741224,4,2,667,1297,1964,34.46666666666667,517,345,11.585600111111113,104.270401,0,1590.0
749,1639,7.7498422089,5,2.0251592007,1.4267334044,0.49585270625315137,0.15597072637363585,0.705191104902943,2,3,527,1719,2246,33.86666666666667,508,408,8.782799555555556,79.045196,0,1594.0
750,1599,10.4326019694,5,1.4353777912,1.0876640975,0.3603948311312758,0.21396166519870846,0.5955136753212924,2,0,379,1196,1575,3.6666666666666665,55,0,8.91800011111111,80.262001,0,1595.0
751,1637,9.8709703112,5,2.1395248109,1.5867609084,0.5329728287655365,0.3105130126657074,0.8246261500448977,4,1,563,1479,2042,34.666666666666664,520,442,12.245999666666668,110.213997,0,1620.0
752,1652,5.4583658088,2,0.8754536248,0.6396578253,0.5421383098889244,0.29279193260081465,0.7914846871770342,1,0,224,651,875,4.733333333333333,71,0,8.975199666666667,80.776797,0,1596.0
753,1609,7.4616911545,3,1.5619991165,1.1817335189,0.6536348638083596,0.6091544102945382,0.7211939564677047,2,1,434,1105,1539,19.666666666666668,295,353,11.538799777777777,103.849198,0,1597.0
754,1613,6.6939589181,4,1.8610281843,1.3926781416,0.5819052102535536,0.4794297607407182,0.6830939058540169,3,1,512,883,1395,39.666666666666664,595,231,8.88680011111111,79.981201,0,1599.0
755,1586,5.5481301928,7,2.76972331,1.8870333172,0.4787999650799716,0.2699273532710223,0.8962064535651798,4,2,728,1512,2240,48.0,720,512,24.710053666666667,222.39048300000002,1423,1595.0
756,1592,4.7308352424,4,1.9621823623999999,1.4040027856,0.6032302599700787,0.4635165102138254,0.7667094030882283,0,1,514,1110,1624,47.4,711,1051,8.67360011111111,78.062401,0,1587.0
757,1602,6.4148072826,5,2.2217411161,1.7139135003,0.5617284464829726,0.4559699609358498,0.7599359732189146,3,1,598,1070,1668,15.333333333333334,230,246,8.06924411111111,72.623197,14,1594.0
758,1598,7.2684656682,3,2.4052050952,1.7911506594000002,0.9996437299105826,0.7448889491491713,1.4619822526573263,2,1,658,343,1001,15.466666666666667,232,364,11.891243777777778,107.021194,74,1607.0
759,1577,10.1778858537,5,3.6147629024,2.4231316446,0.8704035722788509,0.3968097834222466,1.6374409276244655,3,1,872,2116,2988,13.133333333333333,197,394,15.820595666666666,142.385361,54,1586.0
760,1582,7.6481125186,3,2.8775231931,2.0022303462,1.1685789988048139,0.8239368105250073,1.8476306713233754,0,1,721,556,1277,49.06666666666667,736,348,18.042728444444446,162.384556,155,1591.0
761,1574,9.143436867,5,4.2015893011,3.0094758272,1.0337227005848546,0.5541252143487903,2.0474637575859767,0,1,1013,854,1867,47.53333333333333,713,372,29.027208111111115,261.24487300000004,175,1598.0
762,1588,2.3758757814,2,1.1512283052,0.8227268352,0.7076416779229873,0.6362170809240815,0.779066274921893,1,0,306,226,532,15.666666666666666,235,276,13.139590777777777,118.25631700000001,106,1591.0
